Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2026-03-26T10:37:17-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260326C06610000,Equity Option,Sold 1 SPX 03/26/26 Call 6610.00 @ 2.60,260.00,1,260.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6610,CALL,449668980,258.28,USD
2026-03-26T10:37:17-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260326C06650000,Equity Option,Bought 1 SPX 03/26/26 Call 6650.00 @ 0.75,-75.00,1,-75.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6650,CALL,449668980,-76.72,USD
2026-03-25T16:19:43-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260325P06525000,Equity Option,Sold 2 SPX 03/25/26 Put 6525.00 @ 0.07,14.00,2,7.00,0.00,-1.46,100,SPXW,SPX,3/25/26,6525,PUT,449584001,12.54,USD
2026-03-25T16:19:43-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260325C06725000,Equity Option,Sold 2 SPX 03/25/26 Call 6725.00 @ 0.03,6.00,2,3.00,0.00,-1.46,100,SPXW,SPX,3/25/26,6725,CALL,449584001,4.54,USD
2026-03-25T16:19:43-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260325P06565000,Equity Option,Bought 2 SPX 03/25/26 Put 6565.00 @ 0.61,-122.00,2,-61.00,0.00,-1.45,100,SPXW,SPX,3/25/26,6565,PUT,449584001,-123.45,USD
2026-03-25T16:19:43-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260325C06685000,Equity Option,Bought 2 SPX 03/25/26 Call 6685.00 @ 0.04,-8.00,2,-4.00,0.00,-1.45,100,SPXW,SPX,3/25/26,6685,CALL,449584001,-9.45,USD
2026-03-25T10:44:41-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260325C06685000,Equity Option,Sold 2 SPX 03/25/26 Call 6685.00 @ 1.83,366.00,2,183.00,-2.00,-1.46,100,SPXW,SPX,3/25/26,6685,CALL,449376036,362.54,USD
2026-03-25T10:44:41-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260325P06565000,Equity Option,Sold 2 SPX 03/25/26 Put 6565.00 @ 7.10,"1,420.00",2,710.00,-2.00,-1.46,100,SPXW,SPX,3/25/26,6565,PUT,449376036,"1,416.54",USD
2026-03-25T10:44:41-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260325C06725000,Equity Option,Bought 2 SPX 03/25/26 Call 6725.00 @ 0.52,-104.00,2,-52.00,-2.00,-1.45,100,SPXW,SPX,3/25/26,6725,CALL,449376036,-107.45,USD
2026-03-25T10:44:41-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260325P06525000,Equity Option,Bought 2 SPX 03/25/26 Put 6525.00 @ 2.66,-532.00,2,-266.00,-2.00,-1.45,100,SPXW,SPX,3/25/26,6525,PUT,449376036,-535.45,USD
